Electoral District Number / No de circonscription,Electoral District Name,Nom de la circonscription,Political Affiliation,Appartenance politique,Candidate's Family Name / Nom de famille du candidat,Candidate's First Name / Prénom du candidat, Candidate's Initial(s) / Initiale(s) du candidat, Candidate's Campaign Office Telephone Number / Numéro de téléphone du bureau de campagne du candidat,Date of Receipt of Notification of Confirmation / Date de réception de l'avis de confirmation,Time of Receipt of Notification of Confirmation / Heure de réception de l'avis de confirmation
59017,Mission--Matsqui--Fraser Canyon,Mission--Matsqui--Fraser Canyon,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Wismer,Elaine,,(416) 253-4475,3-Sep-15,2:00:00
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,East,Jack,,(416) 253-4475,16-Sep-15,1:35:00
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,Conservative Party of Canada,Parti conservateur du Canada,MacDonald,Mark Allen,,(250) 729-6133,26-Aug-15,12:20:00
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,New Democratic Party,Nouveau Parti démocratique,Malcolmson,Sheila,,(250) 591-9990,27-Aug-15,3:30:00
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,Green Party of Canada,Le Parti Vert du Canada,Manly,Paul,,(250) 591-9222,26-Aug-15,11:30:00
59018,Nanaimo--Ladysmith,Nanaimo--Ladysmith,Liberal Party of Canada,Parti libéral du Canada,Tessier,Tim,,(250) 758-8577,17-Sep-15,6:00:00
59019,New Westminster--Burnaby,New Westminster--Burnaby,Libertarian Party of Canada,Parti Libertarien du Canada,Brocki,Rex,,,28-Sep-15,3:30:00
59019,New Westminster--Burnaby,New Westminster--Burnaby,Conservative Party of Canada,Parti conservateur du Canada,Ellis,Chloé,,(778) 892-0059,9-Sep-15,8:00:00
59019,New Westminster--Burnaby,New Westminster--Burnaby,New Democratic Party,Nouveau Parti démocratique,Julian,Peter,,(604) 553-3358,24-Aug-15,4:00:00
59019,New Westminster--Burnaby,New Westminster--Burnaby,Liberal Party of Canada,Parti libéral du Canada,Ramnarine,Sasha,,(604) 553-2541,2-Sep-15,10:30:00
59019,New Westminster--Burnaby,New Westminster--Burnaby,Green Party of Canada,Le Parti Vert du Canada,Routledge,Kyle,,(604) 777-2857,24-Aug-15,3:00:00
59019,New Westminster--Burnaby,New Westminster--Burnaby,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Theriault,Joseph,,(416) 253-4475,2-Sep-15,3:00:00
59020,North Okanagan--Shuswap,North Okanagan--Shuswap,Conservative Party of Canada,Parti conservateur du Canada,Arnold,Mel,,,21-Aug-15,9:20:00
59020,North Okanagan--Shuswap,North Okanagan--Shuswap,Liberal Party of Canada,Parti libéral du Canada,Derkaz,Cindy,,(250) 549-8420,28-Aug-15,5:15:00
59020,North Okanagan--Shuswap,North Okanagan--Shuswap,Green Party of Canada,Le Parti Vert du Canada,George,Chris,,(250) 463-2629,11-Sep-15,12:45:00
59020,North Okanagan--Shuswap,North Okanagan--Shuswap,New Democratic Party,Nouveau Parti démocratique,Gingras,Jacqui,,(236) 426-2600,24-Aug-15,5:00:00
59021,North Vancouver,North Vancouver,Independent,Indépendant,Azad,Payam,,(604) 816-9990,17-Sep-15,1:25:00
59021,North Vancouver,North Vancouver,Green Party of Canada,Le Parti Vert du Canada,Martin,Claire,,(604) 770-2132,18-Aug-15,1:00:00
59021,North Vancouver,North Vancouver,Conservative Party of Canada,Parti conservateur du Canada,Saxton,Andrew,,(604) 980-5300,21-Aug-15,5:00:00
59021,North Vancouver,North Vancouver,New Democratic Party,Nouveau Parti démocratique,Thomas,Carleen,,(778) 903-3054,27-Aug-15,5:30:00
59021,North Vancouver,North Vancouver,Liberal Party of Canada,Parti libéral du Canada,Wilkinson,Jonathan,,(778) 340-3370,18-Aug-15,10:00:00
59021,North Vancouver,North Vancouver,Libertarian Party of Canada,Parti Libertarien du Canada,Yetisen,Ismet,,(778) 863-2621,24-Sep-15,10:15:00
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,New Democratic Party,Nouveau Parti démocratique,D'Eith,Bob,,(604) 380-1160,8-Sep-15,10:45:00
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,Conservative Party of Canada,Parti conservateur du Canada,Murray,Mike,,(604) 466-4882,26-Aug-15,10:10:00
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,Independent,Indépendant,Ranta,Steve,,(604) 476-1235,31-Aug-15,2:15:00
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,Liberal Party of Canada,Parti libéral du Canada,Ruimy,Dan,,(604) 629-7127,11-Sep-15,4:45:00
59022,Pitt Meadows--Maple Ridge,Pitt Meadows--Maple Ridge,Green Party of Canada,Le Parti Vert du Canada,Tam,Peter,,(604) 612-0030,24-Aug-15,1:10:00
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,Liberal Party of Canada,Parti libéral du Canada,Adcock,Jessie,,(604) 726-7587,1-Sep-15,12:20:00
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,New Democratic Party,Nouveau Parti démocratique,Donnelly,Fin,,(604) 474-2882,24-Aug-15,1:16:00
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,Conservative Party of Canada,Parti conservateur du Canada,Laidler,Tim,,(604) 239-1201,1-Sep-15,3:22:00
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,Green Party of Canada,Le Parti Vert du Canada,Madsen,Marcus,,(604) 417-7958,20-Aug-15,4:41:00
59023,Port Moody--Coquitlam,Port Moody--Coquitlam,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Verrier,Roland,,(416) 253-4475,3-Sep-15,3:20:00
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,Green Party of Canada,Le Parti Vert du Canada,Biggar,Elizabeth,,,21-Sep-15,11:51:00
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,Progressive Canadian Party,Parti Progressiste Canadien,Blackman,Barry,,(250) 242-3540,26-Sep-15,2:20:00
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,New Democratic Party,Nouveau Parti démocratique,Dickie,Kathi,,(250) 788-2393,21-Sep-15,2:09:00
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,Libertarian Party of Canada,Parti Libertarien du Canada,Keller,W. Todd,,(403) 483-4450,1-Sep-15,10:30:00
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,Liberal Party of Canada,Parti libéral du Canada,Shaw,Matt,,(250) 981-9716,6-Sep-15,11:30:00
59024,Prince George--Peace River--Northern Rockies,Prince George--Peace River--Northern Rockies,Conservative Party of Canada,Parti conservateur du Canada,Zimmer,Bob,,(250) 262-2856,15-Aug-15,1:20:00
59025,Richmond Centre,Richmond-Centre,Green Party of Canada,Le Parti Vert du Canada,Chiu,Vincent,,(778) 386-6223,17-Sep-15,11:30:00
59025,Richmond Centre,Richmond-Centre,New Democratic Party,Nouveau Parti démocratique,Trovato,Jack,,(604) 285-9113,21-Aug-15,9:47:00
59025,Richmond Centre,Richmond-Centre,Conservative Party of Canada,Parti conservateur du Canada,Wong,Alice,,(604) 285-8331,18-Aug-15,10:40:00
59025,Richmond Centre,Richmond-Centre,Liberal Party of Canada,Parti libéral du Canada,Woo,Lawrence,,(604) 284-3311,16-Sep-15,6:00:00
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,New Democratic Party,Nouveau Parti démocratique,Garrison,Randall,,(778) 265-3151,24-Aug-15,2:55:00
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,Green Party of Canada,Le Parti Vert du Canada,Litman,Frances,,(778) 817-1010,4-Sep-15,12:15:00
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,Conservative Party of Canada,Parti conservateur du Canada,Lukens,Shari,,(250) 474-1632,18-Aug-15,12:00:00
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,Liberal Party of Canada,Parti libéral du Canada,Merner,David,,(778) 265-3230,2-Sep-15,4:40:00
59026,Esquimalt--Saanich--Sooke,Esquimalt--Saanich--Sooke,Communist Party of Canada,Parti communiste du Canada,Strandlund,Tyson,,(250) 883-7321,19-Sep-15,1:10:00
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,Conservative Party of Canada,Parti conservateur du Canada,Boyd,Robert,,(778) 351-2693,1-Sep-15,5:00:00
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,New Democratic Party,Nouveau Parti démocratique,Cormier,Alicia,,(778) 265-8683,3-Sep-15,12:00:00
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,Liberal Party of Canada,Parti libéral du Canada,Kane,Tim,,(778) 265-8199,10-Sep-15,11:00:00
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,Green Party of Canada,Le Parti Vert du Canada,May,Elizabeth,,(778) 351-3335,25-Aug-15,1:40:00
59027,Saanich--Gulf Islands,Saanich--Gulf Islands,Libertarian Party of Canada,Parti Libertarien du Canada,Porter,Meghan Jess,,(778) 533-2862,25-Sep-15,10:25:00
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,New Democratic Party,Nouveau Parti démocratique,Cullen,Nathan,,(778) 634-2495,19-Aug-15,4:20:00
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Liberal Party of Canada,Parti libéral du Canada,Layton,Brad,,,16-Sep-15,12:00:00
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Conservative Party of Canada,Parti conservateur du Canada,Nesbitt,Tyler,,(250) 615-2225,2-Sep-15,2:58:00
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Green Party of Canada,Le Parti Vert du Canada,Parnell,Jeannie,,(778) 884-2349,26-Sep-15,12:04:00
59028,Skeena--Bulkley Valley,Skeena--Bulkley Valley,Christian Heritage Party of Canada,Parti de l'Héritage Chrétien du Canada,Spratt,Don,,(604) 315-1421,15-Sep-15,4:15:00
59029,South Okanagan--West Kootenay,Okanagan-Sud--Kootenay-Ouest,New Democratic Party,Nouveau Parti démocratique,Cannings,Richard,,(236) 422-1025,25-Aug-15,11:35:00
59029,South Okanagan--West Kootenay,Okanagan-Sud--Kootenay-Ouest,Liberal Party of Canada,Parti libéral du Canada,Denesiuk,Connie,,(236) 422-2665,27-Aug-15,11:07:00
59029,South Okanagan--West Kootenay,Okanagan-Sud--Kootenay-Ouest,Independent,Indépendant,Gray,Brian,,,18-Sep-15,10:46:00
59029,South Okanagan--West Kootenay,Okanagan-Sud--Kootenay-Ouest,Conservative Party of Canada,Parti conservateur du Canada,Neufeld,Marshall,,(250) 493-6144,27-Aug-15,3:20:00
59029,South Okanagan--West Kootenay,Okanagan-Sud--Kootenay-Ouest,Green Party of Canada,Le Parti Vert du Canada,Troy,Samantha,,(250) 368-7699,22-Sep-15,2:25:00
59030,South Surrey--White Rock,Surrey-Sud--White Rock,Green Party of Canada,Le Parti Vert du Canada,Colero,Larry,,(604) 542-9422,8-Sep-15,2:00:00
59030,South Surrey--White Rock,Surrey-Sud--White Rock,Liberal Party of Canada,Parti libéral du Canada,Higginbotham,Judy,,(604) 571-6429,25-Sep-15,9:15:00
59030,South Surrey--White Rock,Surrey-Sud--White Rock,New Democratic Party,Nouveau Parti démocratique,Hobby,Pixie,,(778) 294-9100,25-Aug-15,12:52:00
59030,South Surrey--White Rock,Surrey-Sud--White Rock,Libertarian Party of Canada,Parti Libertarien du Canada,Hu,Bonnie,,(604) 828-3358,3-Sep-15,3:30:00
59030,South Surrey--White Rock,Surrey-Sud--White Rock,Progressive Canadian Party,Parti Progressiste Canadien,Marlatt,Brian,,(604) 541-9783,28-Sep-15,12:15:00
59030,South Surrey--White Rock,Surrey-Sud--White Rock,Conservative Party of Canada,Parti conservateur du Canada,Watts,Dianne Lynn,,(604) 542-5510,14-Aug-15,2:45:00
59031,Steveston--Richmond East,Steveston--Richmond-Est,Conservative Party of Canada,Parti conservateur du Canada,Chiu,Kenny,,(604) 500-8850,21-Aug-15,4:45:00
59031,Steveston--Richmond East,Steveston--Richmond-Est,Liberal Party of Canada,Parti libéral du Canada,Peschisolido,Joe,,(604) 278-2229,20-Aug-15,3:50:00
59031,Steveston--Richmond East,Steveston--Richmond-Est,Green Party of Canada,Le Parti Vert du Canada,Shaw,Laura-Leah,,(604) 551-9297,24-Sep-15,11:05:00
59031,Steveston--Richmond East,Steveston--Richmond-Est,New Democratic Party,Nouveau Parti démocratique,Stewart,Scott,,(604) 285-9113,21-Aug-15,2:15:00
59031,Steveston--Richmond East,Steveston--Richmond-Est,Libertarian Party of Canada,Parti Libertarien du Canada,Swanston,Matthew,,,23-Sep-15,6:43:00
59032,Surrey Centre,Surrey-Centre,Green Party of Canada,Le Parti Vert du Canada,Deneault,Jeremiah,,,27-Sep-15,2:10:00
59032,Surrey Centre,Surrey-Centre,Communist Party of Canada,Parti communiste du Canada,Kahlon,Iqbal,,(604) 254-9836,10-Sep-15,2:05:00
59032,Surrey Centre,Surrey-Centre,Christian Heritage Party of Canada,Parti de l'Héritage Chrétien du Canada,Pielak,Kevin,,(604) 582-3815,13-Aug-15,1:45:00
59032,Surrey Centre,Surrey-Centre,New Democratic Party,Nouveau Parti démocratique,Sandhu,Jasbir,,(778) 394-8700,11-Sep-15,3:30:00
59032,Surrey Centre,Surrey-Centre,Liberal Party of Canada,Parti libéral du Canada,Sarai,Randeep,,(778) 394-3535,14-Sep-15,1:50:00
59032,Surrey Centre,Surrey-Centre,Conservative Party of Canada,Parti conservateur du Canada,Thind,Sucha,,(604) 283-9015,13-Aug-15,2:00:00
59033,Surrey--Newton,Surrey--Newton,Liberal Party of Canada,Parti libéral du Canada,Dhaliwal,Sukh,,(604) 441-5000,20-Aug-15,4:10:00
59033,Surrey--Newton,Surrey--Newton,Green Party of Canada,Le Parti Vert du Canada,Sangha,Pamela,,,26-Sep-15,10:35:00
59033,Surrey--Newton,Surrey--Newton,New Democratic Party,Nouveau Parti démocratique,Sims,Jinny,,(778) 565-8724,21-Aug-15,4:50:00
59033,Surrey--Newton,Surrey--Newton,Conservative Party of Canada,Parti conservateur du Canada,Singh,Harpreet,,(778) 590-7867,20-Aug-15,3:10:00
59034,Vancouver Centre,Vancouver-Centre,Conservative Party of Canada,Parti conservateur du Canada,Allan,Elaine,,(604) 265-0900,18-Aug-15,2:00:00
59034,Vancouver Centre,Vancouver-Centre,New Democratic Party,Nouveau Parti démocratique,Barnes,Constance,,(604) 428-8847,27-Aug-15,10:02:00
59034,Vancouver Centre,Vancouver-Centre,Green Party of Canada,Le Parti Vert du Canada,Barrett,Lisa,,(604) 689-9200,21-Aug-15,2:07:00
59034,Vancouver Centre,Vancouver-Centre,Libertarian Party of Canada,Parti Libertarien du Canada,Clarke,John,,(604) 681-9861,26-Sep-15,9:29:00
59034,Vancouver Centre,Vancouver-Centre,Liberal Party of Canada,Parti libéral du Canada,Fry,Hedy,,(604) 349-6441,13-Aug-15,10:32:00
59034,Vancouver Centre,Vancouver-Centre,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Hill,Michael,,(416) 253-4475,3-Sep-15,2:35:00
59035,Vancouver East,Vancouver-Est,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Jamieson,Anne,,(416) 253-4475,1-Sep-15,2:35:00
59035,Vancouver East,Vancouver-Est,New Democratic Party,Nouveau Parti démocratique,Kwan,Jenny,,(604) 428-5926,28-Aug-15,4:15:00
59035,Vancouver East,Vancouver-Est,Conservative Party of Canada,Parti conservateur du Canada,Low,James,,,25-Aug-15,10:40:00
59035,Vancouver East,Vancouver-Est,Communist Party of Canada,Parti communiste du Canada,Marcus,Peter,,(604) 254-9836,4-Sep-15,4:30:00
59035,Vancouver East,Vancouver-Est,Independent,Indépendant,Millar,D. Alex,,(778) 848-1720,4-Sep-15,4:15:00
59035,Vancouver East,Vancouver-Est,Green Party of Canada,Le Parti Vert du Canada,Regan,Wes,,(604) 805-3591,25-Aug-15,4:30:00
59035,Vancouver East,Vancouver-Est,Pirate Party of Canada,Parti Pirate du Canada,Vulliez,Shawn,,,26-Sep-15,4:30:00
59035,Vancouver East,Vancouver-Est,Liberal Party of Canada,Parti libéral du Canada,Wong,Edward,,,27-Aug-15,10:20:00
59036,Vancouver Granville,Vancouver Granville,Green Party of Canada,Le Parti Vert du Canada,Barkusky,Michael,,,16-Sep-15,11:00:00
59036,Vancouver Granville,Vancouver Granville,Conservative Party of Canada,Parti conservateur du Canada,Broshko,Erinn,,(604) 800-0269,20-Aug-15,10:10:00
59036,Vancouver Granville,Vancouver Granville,New Democratic Party,Nouveau Parti démocratique,Oreck,Mira,,(604) 428-4850,25-Aug-15,2:30:00
59036,Vancouver Granville,Vancouver Granville,Liberal Party of Canada,Parti libéral du Canada,Wilson-Raybould,Jody,,(778) 952-5639,21-Aug-15,3:25:00
59037,North Island--Powell River,North Island--Powell River,New Democratic Party,Nouveau Parti démocratique,Blaney,Rachel,,(250) 914-1190,28-Aug-15,4:15:00
59037,North Island--Powell River,North Island--Powell River,Green Party of Canada,Le Parti Vert du Canada,Sayers,Brenda,,(250) 465-8112,28-Aug-15,2:30:00
59037,North Island--Powell River,North Island--Powell River,Liberal Party of Canada,Parti libéral du Canada,Schwarzhoff,Peter,,(250) 204-6463,19-Aug-15,11:00:00
59037,North Island--Powell River,North Island--Powell River,Conservative Party of Canada,Parti conservateur du Canada,Smith,Laura,,(250) 338-2215,16-Aug-15,12:30:00
59038,Vancouver Kingsway,Vancouver Kingsway,Communist Party of Canada,Parti communiste du Canada,Cariou,Kimball,,(604) 254-9836,14-Sep-15,5:30:00
59038,Vancouver Kingsway,Vancouver Kingsway,New Democratic Party,Nouveau Parti démocratique,Davies,Don,,(604) 428-3888,1-Sep-15,3:30:00
59038,Vancouver Kingsway,Vancouver Kingsway,Libertarian Party of Canada,Parti Libertarien du Canada,Kadioglu,Matt,,(778) 883-5225,24-Sep-15,12:15:00
59038,Vancouver Kingsway,Vancouver Kingsway,Liberal Party of Canada,Parti libéral du Canada,Kou,Steven,,(604) 879-6661,1-Sep-15,1:55:00
59038,Vancouver Kingsway,Vancouver Kingsway,Green Party of Canada,Le Parti Vert du Canada,Moore,Catherine,,,25-Sep-15,10:45:00
59038,Vancouver Kingsway,Vancouver Kingsway,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Petersen,Donna,,(416) 253-4475,4-Sep-15,10:30:00
59038,Vancouver Kingsway,Vancouver Kingsway,Conservative Party of Canada,Parti conservateur du Canada,Quimpo,Jojo,,(604) 484-8924,26-Aug-15,9:30:00
59039,Vancouver Quadra,Vancouver Quadra,New Democratic Party,Nouveau Parti démocratique,Andrews,Scott,,(778) 819-8698,10-Sep-15,4:15:00
59039,Vancouver Quadra,Vancouver Quadra,Marijuana Party,Parti Marijuana,Boyer,Marc,,(778) 707-7461,28-Sep-15,1:30:00
59039,Vancouver Quadra,Vancouver Quadra,Independent,Indépendant,Caron,Jean-François,,,18-Sep-15,5:15:00
59039,Vancouver Quadra,Vancouver Quadra,Green Party of Canada,Le Parti Vert du Canada,Constable,Kris,,(604) 718-5548,29-Aug-15,9:15:00
59039,Vancouver Quadra,Vancouver Quadra,Conservative Party of Canada,Parti conservateur du Canada,Lockhart,Blair,,(778) 918-6121,27-Aug-15,2:00:00
59039,Vancouver Quadra,Vancouver Quadra,Liberal Party of Canada,Parti libéral du Canada,Murray,Joyce,,(604) 428-4401,26-Aug-15,1:05:00
59039,Vancouver Quadra,Vancouver Quadra,Pirate Party of Canada,Parti Pirate du Canada,Walper,Trevor Clinton,,(604) 355-0464,23-Sep-15,3:00:00
59040,Vancouver South,Vancouver-Sud,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Boylan,Charles,,(416) 253-4475,4-Sep-15,1:00:00
59040,Vancouver South,Vancouver-Sud,Progressive Canadian Party,Parti Progressiste Canadien,Gupta,Raj,,(604) 328-1190,28-Sep-15,4:08:00
59040,Vancouver South,Vancouver-Sud,Green Party of Canada,Le Parti Vert du Canada,Ng,Elain,,,16-Sep-15,2:00:00
59040,Vancouver South,Vancouver-Sud,New Democratic Party,Nouveau Parti démocratique,Nijjar,Amandeep,,(604) 559-9952,1-Sep-15,2:15:00
59040,Vancouver South,Vancouver-Sud,Liberal Party of Canada,Parti libéral du Canada,Sajjan,Harjit S.,,(778) 379-5055,20-Aug-15,10:44:00
59040,Vancouver South,Vancouver-Sud,Conservative Party of Canada,Parti conservateur du Canada,Young,Wai,,(604) 608-5611,28-Aug-15,3:40:00
59041,Victoria,Victoria,Independent,Indépendant,Andersen,Saul,,(250) 883-5309,28-Sep-15,1:25:00
59041,Victoria,Victoria,Libertarian Party of Canada,Parti Libertarien du Canada,Lowe,Art,,(778) 533-1792,25-Sep-15,7:45:00
59041,Victoria,Victoria,New Democratic Party,Nouveau Parti démocratique,Rankin,Murray,,(250) 384-3399,19-Aug-15,1:05:00
59041,Victoria,Victoria,Animal Alliance Environment Voters Party of Canada,Animal Alliance Environment Voters Party of Canada,Reichert,Jordan,,(250) 216-0562,31-Aug-15,8:00:00
59041,Victoria,Victoria,Conservative Party of Canada,Parti conservateur du Canada,Rizzuti,John,,(250) 380-7740,27-Aug-15,10:00:00
59041,Victoria,Victoria,Green Party of Canada,Le Parti Vert du Canada,Roberts,Jo-Ann,,(778) 747-3064,19-Aug-15,11:00:00
59041,Victoria,Victoria,Liberal Party of Canada,Parti libéral du Canada,Thomas,Cheryl,,(250) 216-9792,21-Aug-15,11:00:00
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,West Vancouver--Sunshine Coast--Sea to Sky Country,Marxist-Leninist Party of Canada,Parti Marxiste-Léniniste du Canada,Chapman,Carol-Lee,,(416) 253-4475,9-Sep-15,4:00:00
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,West Vancouver--Sunshine Coast--Sea to Sky Country,Liberal Party of Canada,Parti libéral du Canada,Goldsmith-Jones,Pam,,(604) 571-6488,26-Aug-15,4:30:00
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,West Vancouver--Sunshine Coast--Sea to Sky Country,Marijuana Party,Parti Marijuana,Kehler,Robin,,(604) 885-0191,28-Sep-15,1:10:00
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,West Vancouver--Sunshine Coast--Sea to Sky Country,New Democratic Party,Nouveau Parti démocratique,Koopman,Larry,,(604) 989-5495,2-Sep-15,10:45:00
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,West Vancouver--Sunshine Coast--Sea to Sky Country,Green Party of Canada,Le Parti Vert du Canada,Melamed,Ken,,(778) 588-5693,10-Sep-15,1:00:00
59042,West Vancouver--Sunshine Coast--Sea to Sky Country,West Vancouver--Sunshine Coast--Sea to Sky Country,Conservative Party of Canada,Parti conservateur du Canada,Weston,John,,(604) 912-0117,26-Aug-15,5:00:00
60001,Yukon,Yukon,New Democratic Party,Nouveau Parti démocratique,Atkinson,Melissa,,(867) 668-2203,21-Aug-15,11:54:00
60001,Yukon,Yukon,Liberal Party of Canada,Parti libéral du Canada,Bagnell,Larry,,(867) 335-6882,19-Aug-15,2:30:00
